Hotel Name,Rating,Title,Text,Reply
Element Miami International Airport,4,Nice hotel,"We were staying at this hotel for 3 nights, it was perfect for us because we came to this place by plane and we are going to another by bus (and Megabus and Grayhound bus station are in walking distance). Hotel is cute, very clean and personnel is nice, the only minus is a noise from the planes because airport is nearby..   Also, what is also great - Miami Beach is 20-25 minutes by express bus from the nearby bus station. Also, there is metro train to downtown Miami which is also round 20 minutes - and that is great (on google maps it may seem longer distance but actually it's faster than Uber).   All in all great value for money. ","Thank you for taking the time to let us know about your recent stay at Element Miami Airport.  Our staff is dedicated to providing thoughtful service for all of our guests and your account precisely describes who we strive to be for our guests.  We'd love to welcome you back very soon and we thank you again for your review.  Bensen Belfort | Front Office Manager  Element by Westin – Miami International Airport 3525 NW 25th Street  Miami, FL 33142 Hotel: 305-636-1600/Fax 305-636-1605 "
Element Miami International Airport,4,Good airport hotel in convenient and quiet location ,"Element Miami Int'l Airport hotel is very conveniently located - it‘s a 5 min walking distance from the RCC saving you the wait for the shuttle or the trip with a Taxi.  Despite its location it's rather quiet - of course you hear the airplanes but they won't fly between midnight and 6am.  Rather new hotel according to the elements style. Large and comfortable rooms - very clean.  Complementary breakfast with a good choice of cereals, roasts, bagels, pancake.   Great for 1 or 2 nights.","Thank you for taking the time to let us know about your recent stay at Element Miami Airport.  Our staff is dedicated to providing thoughtful service for all of our guests and your account precisely describes who we strive to be for our guests.  We'd love to welcome you back very soon and we thank you again for your review.  Bensen Belfort | Front Office Manager  Element by Westin – Miami International Airport 3525 NW 25th Street  Miami, FL 33142 Hotel: 305-636-1600/Fax 305-636-1605 "
Element Miami International Airport,5,Far more than a holding tank,"Many hotels near airports are just holding tanks, with a too casual attitude towards their customers whom they are unlikely to see again.   This is not one of those hotels and excels in many areas.   I have now stayed here twice,  once for two nights and this time for one night, but really I wouldn't mind an extended stay here. The rooms are spacious so you can open suitcases without having to step over them to go from bathroom to bed. There's a refrigerator, stove, microwave, dishwasher, iron and board, and safe.  There's a terminal on the desk with USB power and HDMI input for the TV. There is a Blu Ray player, but the HDMI allows you to watch a movie through your pc.  Wi-Fi in the room works very well, and is free of hassles one has to suffer at some hotels. There is a","From start to finish, we hope all of our guests feel just the same when they stay with us.  Thank you so much for taking the time to share your feedback and appreciation for the Element Miami International Airport.  We are honored to know that you found our accommodations to be the best comfort in the hotel industry.  We appreciate your feedback, and will share this with our team.  We look forward to your next stay with us in the future!"
Element Miami International Airport,3,"The best thing about his hotel is it centrally located between the airport, downtown or heading to Doral","It was a good last minute choice if you need a room in the downtown area. Its not the Intercontinental, so it doesn't have their price. Good choice for a nice look on a budget. Safe parking for being so close to the airport","Thank you for your review. We appreciate you taking your time to provide feedback on your experience with us, and hope to welcome you back in the future!"
Element Miami International Airport,4,"A very nice place near the airport, but. Lost a little of its glow over the years.","I have stayed at this hotel many times over the past years.  The hotel is showing some wear and tear, probably from its high occupancy. Management should return it to a better form by cleaning the hall carpets ,some of which are very dirty, and provide the same quality of happy hour and breakfast as in past years.  The food has been pared down to just tolerable.  THe staff is great, the bed comfortable. Please management return this very nice property back to its once shining condition.",We appreciate the feedback of all our guests. We are disappointed to read that your stay was not as you had hoped. Providing an outstanding encounter on all levels is of the utmost of importance to us and we regret that your experience was anything less. Your comments have been shared with our management teams for their consideration.  It is our hope that you will give our hotel another opportunity to impress you in the future.
Element Miami International Airport,5,Stuck at the airport in Miami on a standby flight!!,My daughters and i were stuck at the Miami airport flying standby to St Maarten. RCI helped connect me with the Element Hotel. They had a shuttle that ran us back and forth to the airport. The airport shuttle ran every 30 minutes 24 hours a day. They also had a shuttle that woudl take you anywhere within 3 miles. This was good for food and to go to a nearby store. It was not going to get you to the beach or downtown area though. The shuttle drivers we SOOO nice! The front desk was moderately helpful But DWIGHT the supervisor was exceptionally HELPFUL. I ended up extending my day bc the flights were full. He got me the lowest rate he could for the next night which was A LOT better price than RCI helped me obtain. I would recommend going to the Element and asking for a supervisor,"Thank you for taking the time to share your impressions of the time spent at our hotel. We are delighted that you enjoyed our on-site amenities, and the convenience of our airport shuttle. We understand that the little details can make a big difference in a guest's stay, so we are constantly striving to provide the very best service to our guests. Our team loves to create memorable experiences for our guests and we are excited to learn that you enjoyed your time here. We will definitely let Dwight know of your comments! Thank you for your feedback and review. We can't wait to have you stay with us again at the Element Miami International Airport."
Element Miami International Airport,5,Roomy Rooms,"I stayed at the Element Hotel for 5 days. Very clean and comfortable room. Close to the airport, but has great soundproof so not an issue. The hotel is well located and practical with all the right amenities. As modern as the setting was, it was the staff that really made it a worthwhile place to stay, especially Mr. Jeff the manager, who gave impeccable dining recommendations. There's is a good restaurant on site, but I wasn't going to eat there every night. I did not use the pool but it look pretty. Overall, I'll recommend it to anyone visiting the Miami area.","Thank you for letting Element Miami International Airport provide you with a wonderful stay. We are thrilled that you were able to enjoy every aspect of your recent visit with us, from the delicious cuisine at The Salon at Element to your interactions with our amazing team. We hope to welcome you back the next time your travels bring you our way! Regards,  Naysla- Sales Manager"
Element Miami International Airport,5,Sharing with good friends ,"Amazing staff! Everyone is so accommodating, what you ask for you will receive! I recommend 100%! Yamil the operations manager is professionalism at its best!  Rafaela the bartender and Carelys in charge of the drinks for the relax time went out of their way to make sure we felt at home!","We strive to maintain the highest level of service, hospitality and comfort for our guests, so we were very happy to read that your stay at Element Miami International Airport was such a positive experience.  Thank you for your recommendation and compliments! We will definetely share the comments with our entire team. We look forward to greeting you again soon."
Element Miami International Airport,3,Disappointing Visit ,"Arrived Friday 06th July for one night, upgraded room. These rooms are great with kitchenette. Couple of things, phone in bedroom broken, phone on desk didn't work, aircon was very noisy.   Second day I was sat by the pool, there were four families in the pool, with children playing nicely and having fun.   However one family in particular felt it necessary to shout at one another, two children almost shouting at the tops of their voices and the mum was shouting back and forth with them.   In the end I politely said do you need to shout at one another? Yes you can probably guess how that went down, "" This is how we speak, don't like it, then leave "" The family actually arrived after everyone else.   I said is there the need to shout though? There are other families in the pool and","Thank you for sharing your insight.  While we are pleased that you enjoyed your spacious guest room accommodations, complete with full service kitchenette, we were disappointed to hear that you did not have a completely satisfying experience during your time with us.  Please know that your stay does not reflect the high standards that we aim to achieve and your comments will be addressed with our team to ensure we are on top of our game. It is our hope that you will give our hotel another opportunity to impress you in the future."
Element Miami International Airport,3,Last minute booking due to cancelled flight,Booked the Element through a 3rd party booking Agent. The night before due to BA cancelling our flight home. We were very impressed by the hotel. Very modern and spacious rooms.  We had our evening meal at the hotel. Not a very extensive menu but food was very good. Asked for a late checkout next day which was granted free of charge. On checking out we paid the bill which was $85.04 for our meal and drinks charged to our room. I made sure that they had not charged for the room as it was pre paid through 3rd party agent. Having been home a few days received my MasterCard bill and have been charged by the hotel $83.50 also. Have emailed with no response. This is disappointing. I would have given the hotel a higher score if not for this problem and would make me think twice about,Thank you for reaching out to us.  We can understand your frustration if you found any areas not at their best. This feedback is of value to us and we will share your comments with our associates and management team so that we can improve our on-site service.  Our guests' satisfaction is greatly important to us and we ask that you reach out directly if you would like to discuss your visit further.
Element Miami International Airport,5,Excellent Stop for Weary Travelers,"We were diverted to this hotel by an airline delay and were very tired and in a different city than we expected.  Though we arrived late and near restaurant closing the staff was very accommodating and provided a hot meal.  The front desk staff was very helpful with an internet difficulty.  The room was spacious and clean and up to date, with comfortable bed. The morning included breakfast was more than expected with individual omlette maker. Because we had an evening flight overseas the staff accommodated us with a later check out.  Also the shuttle driver was very friendly and welcoming.  All in all a very good experience for an unexpected airline glitch.","Thank you for choosing the Element Miami International Airport for your recent travels to Miami.  Commitment to service and guest satisfaction is a main focus and we are delighted to hear you enjoyed your stay. The pride and dedication our hotel team takes in providing exceptional customer service to our valued guests speaks strongly to our company's core values, "" good service at a fair price. ""  Thank you again for taking the time to provide your feedback on the Guest Satisfaction Survey and we look forward to serving you again soon!  Sincerely, YAMIL MONTES DE OCA Assistant General Manager Element Miami Airport Hotel yamil.de.oca@elementmiamiairport.com 305-636-1600"
Element Miami International Airport,3,Lacking in customer service,"For a quick overnight stay between flights - the element is a decent choice. Unfortunately, in the 16 short hours we were there, we encountered a few hiccups. I'll start with the positives...  The good: comfy bed, spacious room and nice complimentary breakfast. We had dinner at the Salon Restaurant - the food was good and the service speedy - despite being very busy. The wait staff however, did not know how to split the bill among two credit cards - apparently they had a new system and they were still learning the ropes. We ended up putting the entire charge on my friends card.  The not-so-good: 1) a fair amount of wear and tear in the room ... wobbly chairs, nicked furniture, stained sofa.  2) If your flight is arriving at peak times (8pm in our case), do not expect to catch","Thank you for taking the time to reach out and let us know about your recent experience, as your feedback is invaluable to us.  We are committed to delivering the highest level of service to our guests and were disappointed to hear that there were a few things in your guest suite that were amiss.  Our staff is always on hand to provide our visitors with everything they need for a perfect stay, and your comments will be shared with our team. Please reach out to us directly, and we will be sure to address all your concerns. We hope that you will join us again at Element Miami International Airport for a stay to exceed all expectations. Regards, Jeff Vandiver General Manager jvandiver@peachtreehotelgroup.com"
Element Miami International Airport,4,Relocation anniversary,"Hotel is located on a very quite street because it's almost deserted but very close to all mayor hway near 95,112 etc and airport . We need it a place near our train station . Outside property was a bit rusty but inside it has the modern look of the brand ,room was well equipped however per said new furniture to improved the more chic look .rooms were clean and bathroom as well ,staff was polite with the exception of 2 rude housekeeper..everyone was very helpful including sales manager and the general manager the only complaint I really have is the breakfast hours I think the should extended for 1 more hour and the variety of food at their market was limited , also the food offer was not consistent with the brand perphas eyes,a waffle machine,variety of items . And the most take",Thank you for your time and your feedback. We are happy that you had an overall positive experience here at Element Miami International Airport. We regret you were not made aware of our parking charge prior to your arrival. Our parking rates are also noted on our website. Everyone at Element Miami International Airport takes great pride in caring for our guests and doing whatever we can to create an exceptional experience. We hope to have the chance to welcome you back so we may win you over completely. 
Element Miami International Airport,5,Always a great place to stay!,"We arrived at MIA late in the evening from an overseas flight and the shuttle (free) was right there to get us.  After a very short trip to the hotel, we were greeted, as always with open arms and a wonderful room.  This is the third Element Hotel at which we have stayed, and it is just as great as the ones before.  Wonderful room, bed and full kitchen awaited our key entry.  Up to date furnishings, full prepared free breakfast, snacks and beverages at manager's reception and always fruit and coffee in the lobby all day long. They even have bicycles to borrow if you feel ambitious.  Wonderful pool and workout room for the visitors...You can't go wrong!","We can't thank you enough for sharing such a glowing review and for your gracious praise for our hotel.  Everyone at Element Miami International Airport takes great pride in caring for our guests and doing whatever we can to create an exceptional experience.  We are thrilled you could appreciate our complimentary shuttle service, and evening reception of food and drinks..  We are truly grateful for your recommendation and we're looking forward to welcoming you back on your next visit to Miami!"
Element Miami International Airport,5,Great stay,"Stayed at the Element near the Miami international airport for an unexpected layover. The staff was friendly, room was clean, and the location was convenient. Emilio shuttled us to the airport with an energetic and friendly attitude. Highly recommend. Would stay again.   The breakfast was great and there was plenty to eat and it was quite tasty.",We're excited to read you had a wonderful experience and that you thoroughly enjoyed your stay at Element Miami International Airport.  It was our pleasure to provide the comfort and service you needed for this visit to the area.  We can't wait to welcome you back again!
Element Miami International Airport,4,Nice Property,"Very nice property, the food was good, it would have been better if the breakfast was put out on time. i had to wait for  15 minutes past opening time.  Staff was not overly friendly but nice workout room. ","We are grateful for your feedback.  It pleases us to know you were so well impressed with our location during your recent stay at Element Miami International airport as well as the comfort you found in our Fitness center. We believe in providing the best in all ways, however, so we are disheartened to know you experienced inconveniences with our breakfast service.  We will share your comments with our entire team.  It is our hope that you will join us again in the future.  Thank you."
Element Miami International Airport,1,Outrageous parking fee and low customer service,"I stayed at the Element Miami Airport hotel from 6/15/18-6/18/18. I am very dissatisfied with a couple of things. 1. Parking $20 a day: Everyday my 2 kids and I had to park at the end because your employees take up the front ones, making unloading and loading very difficult. That is ridiculous. 2. There was construction all around the hotel making it very difficult to get to the hotel in the first place. The roads that did eventually lead to the hotel were all flooded. 3. My room smelled like old water. A very strong smell as soon as you walked in. 4. The sofabed was very difficult to close, it would get very stuck. My husband almost got his arm stuck trying to close it. 5. There was a $50 refundable deposit that was not stated at ALL during booking or check in. ""I know most","Thank you for sharing your feedback, K3849VWstephanier.   I am truly disheartened that you did not enjoy your stay here with us.  We never want our guests to feel their time here is not as they anticipated, and I regret we did not have the opportunity to address your concerns when it mattered the most.   We regret you were not made aware of our parking charge prior to your arrival. Our parking rates are noted on our website. Our employees are instructed to park on the left side of the building, to allow guests the opportunity to park closer to the front of the hotel, and the side entrances. I apologize if you were unable to find a spot near the entrances. We can understand your frustration if you found any areas not at their best. Our staff is readily available to assist in any requests, 24/7.  We appreciate your comments and I will share them with my team.  We hope you allow us the opportunity to welcome you back so we may restore your trust and confidence in us. Please do not hesitate on contacting me directly for any future concerns. "
Element Miami International Airport,2,Bad experience,I was originally staying at the Element Doral and decided to extend my stay with my family - mistakenly booked Element Miami International Airport instead. Tried to call MIA Int Airport to transfer my reservation to Doral where I was already settled in but they basically refused to do so.  I tried to call front desk but their manager was not available. Apparently she was also working alone which is ridiculous. Normally front desk staff would have at least two people in office. I would know because I was once employed as front desk staff.   Anyways so I was left with no choice but to move everything to Element MIA Int Airport  because nobody was able to assist me through out the whole morning before I left for my excursions for the rest of the day.  Once I've transferred,"Thank you for taking the time to reach out and let us know about your recent experience, as your feedback is invaluable to us.  We are committed to delivering the highest level of service to our guests and were disappointed to hear that there were a few things in your visit that were amiss. It's always our intention to provide our guests with a memorable visit from check-in to check-out, and we sincerely regret that this was not the case for you. Please accept our sincere apologies for any inconvenience you experienced during your visit.  We regret you were also not made aware of our parking charge prior to your arrival. When booking through a third party, it is important to fully review the hotel you have chosen. Our parking rates are noted on our website.  We encourage you to reach out to us directly with any questions regarding your stay, and hopefully have the chance to welcome you back so we may win you over completely."
Element Miami International Airport,5,Wonderful People,"I checked into Element MIA thinking I'd be here one short night, then fly out.  Well, my work down in Miami keeps getting extended, and eight days later, I'm still here.    I don't expect great service at airport hotels because most guests are just bunking for a night before taking off.  Hotels with less transient guests/with less rapid turnover are usually where service is top-notch.  Well, wonderful service resides at Element MIA as well!  The staff is made up of super nice, attentive, and genuinely warm folks.  Early on in my stay, Alejandro and Kandia at the front desk recognized how frazzled and stressed I was regarding work...so they sent up some treats and an inspiring ""keep at it"" note up to my room.  I was blown away.  When I thanked them they simply said they know how",Wow Mike! Thank YOU for sharing your impressions of your recent visit with us. We are delighted that you could appreciate top-notch customer service with our wonderful staff. We strive to ensure all our guests have an amazing experience while staying with us. We truly look forward to greeting you again at Element Miami International Airport for another fantastic stay.
Element Miami International Airport,5,Incredible Hotel and Staff,"Right from the beginning this hotel didn't disappoint. We were picked up from the airport by an awesome driver in there shuttle. Emilio (the shuttle driver) was extremely cheerful and insightful even offering us cold water bottles as we entered the shuttle.  When we arrived at the hotel we were great by another cheerful employee Alejandro. Alejandro didn't only check us in but took the extra step to suggest different areas to visit and places to eat. Even with the phones ringing off the hook Alejandro made us feel as if we were the only ones staying at the hotel.   I had the opportunity to get acquainted ted with Vincent Walton. A chance meeting helped me realize why every employee is polite, smiling and willing to help. Vincent is the general manager. His pleasantness and","Thank you so much for your kind comments! It is always a proud moment when we hear it was our dedicated staff that made a guest's stay extra special. We are so pleased you enjoyed a quick and effortless check-in and check-out experience, as well as being able to enjoy our pool facility after your check-out. We are truly honored by your high recommendation, as well as five-star rating.  We look forward to welcoming you back to Element Miami International Airport for another terrific visit!  "
Element Miami International Airport,5,Unexpected stay needed up wonderful. ,"We unexpectedly had a plane delay and were given vouchers from American Airlines to stay at this property. We weren't expecting anything special due to the circumstances. We were pleasantly surprised! The hotel was absolutely wonderful. From the complimentary shuttle to the check in and check out, everything was great. We were greeted with friendly faces that evening. The rooms are spacious and equipped with everything you'd been for an extended stay. They have a restaurant that was nice also. We would definitely stay again if we were in the area! ","Thank you for taking the time to express how pleased you were with your stay. It is our ultimate goal to treat our guests with amazing customer service and make sure you leave with the utmost impression! Smooth check in and check out process is always a refreshing experience. The comfort knowing you have everything you need in your suite, in the restaurant, and as well as transportation, should ensure a relaxing experience. Please come visit us again, on your own terms! :) "
Element Miami International Airport,4,Interesting stay,"It is not the hotel's fault, but when we arrived at 11:00 p.m., there was no electricity due to a power outage.  The hotel did its best to make us comfortable, but it did put a damper on our stay.  The staff was great, the bed was comfortable and the breakfast was adequate.  The carpet was pretty bad  and there was a slight off-putting odor (kind of musty), but not enough that I wouldn't stay there again.","Thank you so much for sharing your recent experience while you stayed here with us at the Element. It's unfortunate to hear about the power outage, that certainly must have been frustrating, however, I am pleased to know that our staff was able to ensure that you felt comfortable during your stay. We are going to renovate our property later this year and we invite you to pass by and have a look at the improvements that we will make.   We appreciate you for taking the time to write this review, we'd love to have you here next time your travels lead to Miami. "
Element Miami International Airport,1,Long Term Parking Good Luck!,"What a cluster! If you plan to park your car for a week GO ELSEWHERE. I half expected my car to not be there when we got back, thankfully it was. We got the last parking spot at the hotel when we arrived the night before our flight. I don't know where they would have put our car if that spot wasn't there.   I arranged to stay here PURPOSELY to have a place to keep my car parked for 7 days while on vacation. I PURPOSELY booked this DIRECTLY with the hotel so there would be no misunderstandings. They emailed me a confirmation of the booking which I had made over the phone 6 weeks in advance. I called the morning before we arrived to confirm they had our reservation including a record of our car being parked there for a week. They said yes. I called AGAIN that evening to say we","Customer service is the most important aspect of a hotel, so we will address all of your concerns with our team. We sincerely apologize that you did not receive excellent service you anticipated. Thank you for sharing your comments and feedback. We hope to have an opportunity to regain your trust."
Element Miami International Airport,5,Wonderful hotel stay!,"We stayed two nights on a whim as a spontaneous vacation and were delighted with our choice! The customer service was incredible from the moment we checked in. The Salon bar was so much fun and the service was impeccable. Potstickers, Italian panini and flatbread pizza were soooo good!! We were so well taken care of by everyone here and will most definitely stay again when we're in Miami (just a couple months) Thanks for a great experience!",We are humbled by your kind comments! It is our goal to ensure that your stays here at the Element are always enjoyable. We're happy to hear that you managed to enjoy most of our hotel amenities and we are definitely looking forward to welcoming you back the next time your travels lead to Miami!  Thank you for such a great review!
Element Miami International Airport,5,Diamond in the rough,"Nice hotel. I have stayed at many hotels around Miami International Airport but this one is real nice. Big room, big shower, all the required amenities in your room, free Wifi, gym, swimming pool, shuttle to take you to and from nice restaurants but most importantly good coffee in your room.",What an amazing review! Words like these are truly what we love to hear from our guests. We are happy learn that you were able to enjoy the amenities of our hotel. Our dedication to you and to all of our guests is to ensure that everyone has a great stay while you are here in Miami. We look forward to welcoming you back!  Thank you for choosing the Element Miami Airport. 
Element Miami International Airport,5,Close to MIA,"Great location and a few minutes away from MIA, which means that you are far for Miami Beach. Rooms are spacious and clean. The hotel is relatevely new and in good condition. The staff is friendly, helpful and ready to assist you at any time.","Thank you so much for your kind comments! It is always a proud moment when we hear that our dedicated staff  made a guest's stay feel comfortable, we are glad to know that you enjoyed the amenities that our hotel has to offer. Our staff is dedicated to providing thoughtful service for all of our guests and your account precisely describes who we strive to be for our guests.  We'd love to welcome you back very soon and we thank you again for your review."
Element Miami International Airport,5,customer service,"Super accommodating hotel, amazing place to stay, comfortable clean, Unbelievable staff knows & understand the true meaning of hospitality and being in a service oriented job.Kudos to the Team especially Winchelle Fleury and Randy Barco that offer great customer service.","Dear Marsha  Thank you for taking the time to share your feedback, and I appreciate your kind compliments for our courteous staff. I have shared your compliments with the team. We are thrilled that you could enjoy so much during your time here, and would love to welcome you back to Element Miami International Airport for another exceptional stay."
Element Miami International Airport,5,Great place!!,"Excellent customer service, rooms clean, very nice hotel, accommodation and staff is  exquisite. Couldn't ask for a better stay at any other hotel, and the best thing is that the hotel is pet-friendly and eco-friendly. Excelente hotel como en casa. Las instalaciones limpias. La piscina muy buena, el gimnasio muy bueno para distraerse y ejercitarse, bicicletas gratis para recreación y una tiendita con lo necesario. La comida en el restaurant deliciosa y sana. En general una muy buena opción.",Thank you for letting Element Miami International Airport provide you with a restful stay.  We are pleased to read about all the aspects of your visit that you enjoyed including our beautiful guest rooms and common areas. We are happy to know that our comfortable accommodations and attentive service impressed you on this occasion. We hope to welcome you back the next time your travels bring you our way
Element Miami International Airport,5,¡¡¡Just awesome!!!,"I just loved this hotel, the staff is so kind. Excellent costumer service. To be a pet Friendly hotel they keep it clean.  Pool is nice. Services are really Good. The courtesy shuttle take you within 3miles aways and helps a lot. Rooms are comfortable. Perfect for long stays because you have a kitchen. I really recommend this hotel.","Our aim is to provide our guests with a genuine, home-away-from-home experience so we are delighted to learn that our accommodations and amenities met your needs. We're always pleased to hear when our location is a highlight of a guest's stay. We hope you'll visit the Element Miami International Airport again."
Element Miami International Airport,5,Amazing Staff.....From Cezarin Bolar,"From the first day that I stepped foot throught the front door, I was treated with nothing but professionalism and kindness.  The staff is always going above and beyond to make sure that not only myself but every guest that enters the building is treated respect and love. It all starts with the front desk staff to the housekeepers, to the maintanance staff who knows you by your name and that really means alot.  ","Thank you for sharing your thankfulness for much of what we have to offer here at the Element Miami International Airport.  A five-star service rating for our associates is something we love to hear. We are glad that our staff went above and beyond to ensure you enjoyed the best possible experience. We hope you will find your way back to The Element Miami International Airport in your future travels to the area, and we look forward to welcoming you back then!"
Element Miami International Airport,2,Disappointed!,"As an SPG member I've stayed a couple of times in this hotel when in Miami. This hotel has always been good on breakfast, cleanliness of rooms, shuttle transportation and other amenities. This last time however I was not happy at all with the service. To be honest I was stupefied by the way we were treated at the front desk. Normally I'm always greeted with a smile and an attitude of trying to accommodate the guest as best as possible. This time however we were not greeted when we came in, on various occasions when heading to the front desk for questions on shuttle times, luggage storage possibilities etc we were not being attended immediately, but instead looked at as if we were being a nuisance (instead of asking if they could help us).  I hope management can take note of this"," We recognize your time is valuable and appreciate the feedback you have provided on the Guest Satisfaction Survey.  Maintaining a fresh atmosphere within our guest rooms and common areas is always a key priority. On behalf of the entire team at Element Miami International Airport, I sincerely apologize for falling short of not only meeting your expectations, but ours as well. We consistently strive to ensure that our guests' needs and expectations are met and regret that we have let you down. Your experience is certainly not reflective of our true level of service and we appreciate you bringing your concerns to our attention. We will review your comments with our team so we may further improve upon the services we offer. Thank you for reaching out to us, and we hope to regain your trust so we can welcome you back to our hotel in the future.  Sincerely, Vincent Walton vwalton@peachtreehotelgroup.com"
Element Miami International Airport,2,Probably not again,"Checking in was fine after a long flight, get to the room with two teenagers, pull back my sheets, there is dried blood on one of my comforters on the bed .. pull out bowls from the kitchenette for popcorn, they were caked on dirty, call 3 times to get the sofa sleeper blankets .. everything in this hotel is slow .. even changing the damn channels on the TV.  Called SPG and they refunded my points but come on, dried blood and dirty bowls .. someone doesn't care about their job.  Probably not again unless we have to.  Sad.  One good thing is that the transportation to and from the hotel is 24/7 and they have a shuttle to take you to certain places and come back and pick you up, if you can get a hold of customer service.","Please accept our sincere apologies for the inconveniences that you experienced during your stay here at the Element. We take great pride in ensuring our guest's satisfaction. Unfortunately, we did not meet your—or our own—expectations. I will address your concerns to our staff so that we can ensure you have an exceptional experience on your next visit.  You're a valued customer; everything we do is aimed at providing you with an excellent hotel experience. We would like to regain your trust and hope to serve you again in the future. If I may be of assistance or if you have additional feedback you would be willing to share, please don't hesitate to contact me.  Sincerely, Vincent Walton General Manager Element Miami International Airport vwalton@peachtreehotelgroup.com 305-636-1600 ext. 607 "
Element Miami International Airport,5,Absolutely AHHH-MAZING,"Accommodation at its BEST. Rooms and beds are very comfortable. The hotel staff are very warm and welcoming, their professionalism exceeds my highest level of expectation. The General Manager and Assistant General Manager Mr. Vincent and Mr. Yamil are exceptional and magnificent. The Element Hotel, Miami staff is fantastic and sensational. The happy hour, games night and outdoor pool and grill are my favorite. Caps off to the front desk employees, and the courtesy van drivers. You guys rock, keep up the good work!","Thank you so much Tiffiana! It's humbling to receive such high praise. A happy guest is our ultimate goal, so it's great to hear that your stay at Element Miami International Airport was one that exceeded your expectations and that you found our rooms to be so comfortable.  Your wonderful compliments for our hotel and staff are sincerely appreciated. We love that you were so well impressed with our associates' service here at Element Miami International Airport. We will definitely let them all know how pleased you were. We look forward to welcoming you back very soon and we thank you for your review!"
Element Miami International Airport,5,Best manager,"I didn't expect to meet one of the sweetest person in life. We have had one of the worst flight experiences, but with her personality miss Gonzales greeted us at the hotel that she made us forgot about the flight.","Thank you for your wonderful five-star review Bradley! We are grateful you took the time to share how much you enjoyed your stay and our amenities. I will personally share with Ms. Gonzalez your feedback. We look forward to seeing you back at the Element Miami International Airport hotel, so please feel free to reach out to me if you are ever back in town, to make sure you have another great stay. Thank you again for your review!  Regards,   Juan Rivera Director of Sales  juan.rivera@elementmiamiairport.com"
Element Miami International Airport,4,Pleasant Surprise,"We missed our connecting flight due to an airline issue and the airline sent us to you. Having stayed at airport area hotels before & knowing I was paying for one in Barbados I was going to miss out out on, I wasn't thrilled to be on my way to you.   What we found was was a lovely, clean hotel with super friendly staff. We weren't able to access our luggage so before heading out on a Walmart trip to get a few things we got a snack ( excellent hummus!) and a fantastic margarita in the restaurant.   After we returned from our shopping we went back for dinner. We had the pizza and wings, while not as amazing as the hummus, it was good. Staff seemed a little short handed but did a great job.  I don't usually use the hotel soaps or shampoos but not having my own I didn't have much","Thank you for your review ANR999. We are thrilled that you had a pleasant experience, and enjoyed our food options, our hotel products, and transportation services. We are all looking forward to welcoming you back again and again! Please reach out to me if you are ever back in town to ensure you have a fantastic stay. Thank you again for your review!  Regards,   Juan Rivera Director of Sales  juan.rivera@elementmiamiairport.com "
Element Miami International Airport,3,Do not depent of restaurant service,"Very nice airport hotel, Staff just ok, none has seen smiley. Rooms great and quiet. Location is just ok, very close to airport but nothing around, you need to take taxi everywhere. restaurant is just terible, basically no service. waited 45 minutes to order, it never happened.","Thank you for your review TekinSahin. While I am happy you liked the hotel and room, I was disappointed to see that there were a few things during your stay that were amiss. I will share your comments with the rest of the team and ensure the items outlined in your review are addressed. We hope that you will join us again at Element Miami International Airport for a stay to exceed all expectations. Please feel free to reach out to me if you are ever back in town. Thank you again for your review!  Regards,   Juan Rivera Director of Sales  juan.rivera@elementmiamiairport.com"
Element Miami International Airport,5,Fresh hot breakfast,"Perfect place for a 1 night stay before or after flight connection. Excellent shuttle service. Room is very nice, especially with the free upgrade I received due to SPG status. Bar and restaurant open to 11 pm for evening refreshments. The breakfast area has plenty of seating and there are surprising choices like frittatas and custom made pancakes. Stayed here twice this year and would return.","Thank you for your review joe-chicago-23. Five-star reviews make our Element family extremely happy. Thank you for sharing your impressions of your recent visit with us, as we are glad that you enjoyed the shuttle service and the service provided by our staff. We look forward to greeting you again at Element Miami International Airport for another fantastic stay so please feel free to reach out to me if you are ever back in town. Thank you again for your review!  Regards,   Juan Rivera Director of Sales  juan.rivera@elementmiamiairport.com "
Element Miami International Airport,4,Easily accessible - great staff,"Stayed at this property for 5 nights during MMW and Ultra 2018 using starpoints. Staff were really great to deal with, and friendly. The location in relation to the airport is very handy, and in relation to Metro Dade County Transit system is amazing, you can be downtown almost as fast as with using Uber, especially during busy periods. The room itself isn't huge, but was a good fit for 3 adults. It included a full size fridge, cookware and dishes for an extended stay. The grocery store is about 6-8 minuet drive away (we used the bikes that the hotel provides, which I thought was really great for them to offer). The evening "" appetizers "" are slightly underwhelming, compared to other offerings from the competition. Breakfast is small, but should fit the bill for most (including","We greatly appreciate your detailed comments about our hotel RockyMountainAnt. All of us at Element Miami International Airport are happy to learn how much you enjoyed your recent stay including our accommodations and amenities including room, location, breakfast and pool area. We look forward to welcoming you back to Element so please feel free to reach out to me if you are ever back in town. Thank you again for your review!  Regards,   Juan Rivera Director of Sales  juan.rivera@elementmiamiairport.com"
